ts_by_detla_seconds,value_baro,value_rain_day,value_humi_in,value_temp_in,value_humi_out,value_temp_out,value_solar,value_wind,value_MPPT
1568695920.0,1010.1764705882507,0.025400000000000377,68.5,27.972217647058535,81.08823529411765,25.287576470587823,18.735294117647058,0.9264705882353094,353.6294117647042
1568696520.0,1010.1555263158099,0.025400000000000464,68.57894736842105,27.932742105262957,81.52631578947368,25.229528947368856,17.13157894736842,0.8052631578947456,298.5157894736903
1568697120.0,1010.2383333333286,0.025400000000000422,69.0,27.899683333333613,82.0,25.1373361111113,17.305555555555557,0.9500000000000125,276.5000000000002
1568697720.0,1010.290499999977,0.025400000000000443,69.35,27.872220000000368,82.2,25.072215000000266,13.1,1.0124999999999917,169.40000000000288
1568698320.0,1010.4439473684291,0.025400000000000464,69.89473684210526,27.82601052631621,82.5,25.007297368421042,9.289473684210526,0.828947368421057,85.91052631578599
1568698920.0,1010.5012499999824,0.025400000000000325,70.0,27.79860000000037,82.9375,24.940968749999488,6.8125,0.6468750000000149,21.1999999999995
1568699520.0,1010.5200000000154,0.025400000000000002,70.0,27.750000000000004,82.66666666666667,24.86110000000004,5.5,0.5999999999999942,3.933333333333319
1568700120.0,1010.6073529411577,0.025400000000000377,70.0,27.715658823529594,82.58823529411765,24.838235294117744,8.117647058823529,0.9000000000000362,45.170588235294666
1568700720.0,1010.6628947368106,0.025400000000000464,70.15789473684211,27.69734999999976,82.73684210526316,24.84795000000015,16.973684210526315,0.828947368421067,155.55263157894257
1568701320.0,1010.6826923076889,0.025400000000000124,70.5,27.660238461538185,83.0,24.91026538461587,16.23076923076923,0.5884615384615498,171.3461538461564
1568701920.0,1010.7553124999948,0.025400000000000325,70.5,27.647587499999727,82.8125,24.970481249999853,24.84375,0.9843750000000132,321.5937499999996
1568702520.0,1010.8750000000148,0.025400000000000464,70.5,27.627215789474278,82.23684210526316,25.04532631578952,34.89473684210526,0.9947368421052749,437.85789473684224
1568703120.0,1011.057368421058,0.025400000000000464,70.5,27.616960526316323,81.60526315789474,25.160828947368184,31.026315789473685,1.2078947368421098,427.56842105263377
1568703720.0,1011.1605882352785,0.025400000000000377,70.5,27.611141176470586,81.8529411764706,25.240197058823522,43.794117647058826,0.9000000000000368,653.7705882352889
1568704320.0,1011.2552941176451,0.025400000000000377,70.5,27.617638235294866,81.8529411764706,25.312079411764373,35.73529411764706,1.005882352941202,536.629411764701
1568704920.0,1011.3496428571317,0.0254000000000002,70.5,27.630932142856864,81.89285714285714,25.353174999999606,26.25,0.8196428571428731,381.4571428571417
1568705520.0,1011.4756250000232,0.025400000000000325,70.5,27.633656249999728,82.34375,25.385403125000252,40.40625,0.9140624999999926,621.9187500000162
1568706120.0,1011.5881578947237,0.025400000000000464,70.55263157894737,27.638900000000856,82.55263157894737,25.425457894737946,83.21052631578948,0.8289473684210732,1177.1789473684291
